568978.25000000,7032410.00000000,35.59000000
568982.18750000,7032414.50000000,31.27000000
568977.25000000,7032415.00000000,35.59000000
568981.87500000,7032416.00000000,31.27000000
568972.93750000,7032413.00000000,31.27000000
568972.62500000,7032414.50000000,31.27000000
568974.25000000,7032405.50000000,31.27000000
568979.18750000,7032405.00000000,35.59000000
568974.56250000,7032404.00000000,31.27000000
568983.50000000,7032407.50000000,31.27000000
568983.81250000,7032406.00000000,31.27000000
568973.56250000,7032409.00000000,35.59000000
568982.87500000,7032411.00000000,35.59000000
