570612.93750000,7034165.50000000,52.93000000
570608.12500000,7034172.00000000,57.53727000
570590.93750000,7034149.00000000,52.93000000
570586.12500000,7034156.00000000,57.53727000
570593.68750000,7034171.50000000,52.93000000
570594.25000000,7034165.50000000,55.88999900
570603.25000000,7034178.50000000,52.93000000
570581.31250000,7034162.50000000,52.93000000
570588.56250000,7034167.50000000,52.93000000
570590.12500000,7034171.00000000,55.88999900
570587.56250000,7034169.00000000,52.93000000
570592.68750000,7034173.00000000,52.93000000
570585.68750000,7034145.50000000,49.73000000
570571.50000000,7034164.62000000,49.73000000
570604.00000000,7034188.62000000,49.73000000
570618.18750000,7034169.50000000,49.73000000
