566923.68750000,7024435.50000000,150.77999900
566918.81250000,7024432.50000000,146.61000100
566933.00000000,7024420.00000000,150.77999900
566930.93750000,7024412.00000000,146.61000100
566935.81250000,7024415.00000000,150.77999900
566935.00000000,7024427.50000000,146.61000100
566928.62500000,7024438.00000000,146.61000100
566940.75000000,7024418.00000000,146.61000100
566945.06250000,7024427.00000000,150.77999900
566947.87500000,7024422.50000000,146.61000100
566942.18750000,7024432.00000000,146.61000100
