567868.93750000,7025775.50000000,148.02999900
567872.75000000,7025780.00000000,144.99000500
567868.37500000,7025787.50000000,148.02999900
567872.37500000,7025787.50000000,144.99000500
567864.68750000,7025779.50000000,144.99000500
567864.31250000,7025787.00000000,144.99000500
567866.75000000,7025770.00000000,144.99000500
567866.62500000,7025772.00000000,146.19000200
567863.12500000,7025770.00000000,144.99000500
567862.93750000,7025774.50000000,148.42999300
567869.06250000,7025774.50000000,148.02999900
567875.12500000,7025775.50000000,148.42999300
567871.68750000,7025772.00000000,146.19000200
567875.31250000,7025770.50000000,144.99000500
567871.75000000,7025770.50000000,144.99000500
567874.87500000,7025780.00000000,144.99000500
567862.68750000,7025779.50000000,144.99000500
567869.31250000,7025769.00000000,148.02999900
567871.81250000,7025769.00000000,146.19000200
567866.81250000,7025769.00000000,146.19000200
