566300.56250000,7025672.00000000,182.50000000
566299.31250000,7025678.00000000,179.36369300
566293.00000000,7025677.00000000,182.50000000
566295.50000000,7025680.50000000,179.36369300
566294.43750000,7025670.50000000,179.36369300
566290.56250000,7025673.50000000,179.36369300
566298.06250000,7025665.00000000,183.77040100
566303.25000000,7025661.50000000,179.36369300
566305.31250000,7025676.00000000,183.77040100
566310.43750000,7025672.50000000,179.36369300
566292.87500000,7025668.50000000,179.36369300
566300.12500000,7025679.00000000,179.36369300
