568665.93750000,7030169.00000000,132.42999300
568669.87500000,7030169.00000000,129.50000000
568664.81250000,7030192.00000000,132.42999300
568668.81250000,7030192.50000000,129.50000000
568661.31250000,7030182.00000000,129.50000000
568661.93750000,7030168.50000000,129.50000000
568663.93750000,7030184.50000000,131.52000400
568660.87500000,7030192.00000000,129.50000000
568661.12500000,7030187.00000000,129.50000000
568659.25000000,7030184.50000000,131.52000400
568659.12500000,7030187.00000000,129.50000000
568659.37500000,7030182.00000000,129.50000000
