567003.43750000,7025588.00000000,159.46000700
567007.12500000,7025586.50000000,157.69000200
567007.25000000,7025597.50000000,159.46000700
567012.56250000,7025600.50000000,157.69000200
567008.87500000,7025602.00000000,159.46000700
567002.12500000,7025595.50000000,157.69000200
566999.75000000,7025589.50000000,157.69000200
567005.06250000,7025603.00000000,157.69000200
567005.18750000,7025603.50000000,157.69000200
566999.25000000,7025601.00000000,159.46000700
567000.68750000,7025604.50000000,157.69000200
566997.81250000,7025597.00000000,157.69000200
