570660.06250000,7032703.00000000,66.32000000
570663.12500000,7032709.00000000,66.91999800
570656.00000000,7032705.00000000,66.32000000
570659.06250000,7032711.00000000,66.91999800
570663.68750000,7032710.00000000,66.66000400
570659.62500000,7032712.00000000,66.66000400
570667.75000000,7032717.50000000,66.91999800
570670.62500000,7032716.00000000,68.52999900
570662.50000000,7032700.50000000,68.52999900
570659.68750000,7032702.00000000,66.91999800
570673.43750000,7032714.50000000,66.91999800
570665.37500000,7032699.00000000,66.91999800
570663.06250000,7032726.00000000,68.52999900
570660.18750000,7032727.50000000,66.91999800
570652.68750000,7032705.50000000,68.52999900
570649.75000000,7032707.00000000,66.91999800
570666.00000000,7032724.50000000,66.91999800
570655.56250000,7032704.00000000,66.91999800
