572175.37500000,7032468.50000000,120.09999800
572181.31250000,7032466.00000000,118.19999700
572182.00000000,7032471.50000000,120.09999800
572183.81250000,7032467.50000000,118.19999700
572177.68750000,7032474.50000000,118.19999700
572180.18750000,7032475.50000000,118.19999700
572179.25000000,7032459.50000000,120.09999800
572183.37500000,7032461.50000000,118.19999700
572175.12500000,7032469.00000000,120.09999800
572173.56250000,7032473.00000000,120.09999800
572169.43750000,7032471.00000000,118.19999700
572172.56250000,7032464.00000000,118.19999700
572175.12500000,7032458.00000000,118.19999700
572166.87500000,7032465.50000000,120.09999800
572165.37500000,7032469.50000000,118.19999700
572168.43750000,7032462.00000000,118.19999700
