568179.81250000,7031214.00000000,137.35992400
568180.68750000,7031218.50000000,134.34446700
568176.31250000,7031214.50000000,137.35992400
568177.25000000,7031219.00000000,134.34446700
568160.81250000,7031220.00000000,138.85000600
568159.75000000,7031215.00000000,135.41000400
568173.31250000,7031212.00000000,135.41000400
568178.87500000,7031209.50000000,134.34446700
568172.93750000,7031210.50000000,134.34446700
568176.75000000,7031217.00000000,138.85000600
568177.81250000,7031222.00000000,135.41000400
568161.81250000,7031225.00000000,135.41000400
