572020.18750000,7035224.35000000,32.07000000
572020.25000000,7035220.35000000,33.79000100
572036.70000000,7035224.50000000,32.07000000
572036.76250000,7035220.50000000,33.79000100
572020.31250000,7035216.35000000,32.07000000
572029.31250000,7035216.46000000,32.07000000
572032.81250000,7035220.00000000,33.59999800
572036.82500000,7035216.50000000,32.07000000
572036.31250000,7035216.50000000,32.07000000
572032.93750000,7035208.00000000,33.59999800
572029.43750000,7035208.00000000,32.07000000
572036.43750000,7035208.50000000,32.07000000
