570539.87500000,7033719.50000000,62.50999800
570542.81250000,7033712.00000000,62.50999800
570545.18750000,7033721.50000000,59.08000200
570551.00000000,7033707.00000000,59.08000200
570545.68750000,7033705.00000000,62.50999800
570535.12500000,7033709.00000000,62.50999800
570541.12500000,7033708.00000000,60.63999900
570536.37500000,7033706.00000000,60.63999900
570538.62500000,7033714.00000000,60.63999900
570533.87500000,7033712.50000000,60.63999900
570536.25000000,7033713.50000000,59.08000200
570534.56250000,7033717.50000000,59.08000200
570538.75000000,7033707.00000000,59.08000200
570540.37500000,7033703.00000000,59.08000200
