572626.06250000,7033785.00000000,75.92983200
572621.50000000,7033786.50000000,74.32000000
572623.56250000,7033775.50000000,75.92983200
572619.00000000,7033776.50000000,74.32000000
572628.81250000,7033776.50000000,74.32000000
572626.43750000,7033780.50000000,75.43000000
572628.18750000,7033774.00000000,74.32000000
572630.68750000,7033784.00000000,74.32000000
572630.37500000,7033783.00000000,74.32000000
572635.06250000,7033778.50000000,75.43000000
572634.31250000,7033775.50000000,74.32000000
572635.87500000,7033781.50000000,74.32000000
