570904.87500000,7032673.50000000,80.94999700
570903.68750000,7032674.00000000,80.26000200
570902.43750000,7032669.00000000,80.94999700
570901.25000000,7032669.50000000,80.26000200
570909.81250000,7032670.50000000,84.16999800
570904.62500000,7032661.00000000,84.16999800
570899.68750000,7032664.00000000,80.94999700
570914.81250000,7032668.00000000,80.94999700
570912.31250000,7032663.50000000,80.94999700
570909.62500000,7032658.50000000,80.94999700
570916.00000000,7032667.50000000,80.26000200
570913.56250000,7032663.00000000,80.26000200
