566961.18750000,7025647.00000000,166.53999300
566960.81250000,7025651.72000000,162.24000500
566954.87500000,7025646.50000000,166.53999300
566948.31250000,7025650.72000000,162.24000500
566948.68750000,7025646.00000000,166.53999300
566955.25000000,7025641.50000000,166.53999300
566957.68750000,7025644.00000000,164.16000400
566957.87500000,7025641.50000000,164.16000400
566952.43750000,7025643.50000000,164.16000400
566952.62500000,7025641.50000000,164.16000400
566957.87500000,7025641.90000000,162.24000500
566961.50000000,7025642.40000000,162.24000500
566952.56250000,7025641.40000000,162.24000500
566949.00000000,7025641.40000000,162.24000500
