568676.50000000,7032478.50000000,76.37999700
568680.43750000,7032479.00000000,74.51000200
568673.75000000,7032497.50000000,76.37999700
568677.68750000,7032498.50000000,74.51000200
568670.75000000,7032490.50000000,74.51000200
568673.62500000,7032488.00000000,75.65000200
568669.87500000,7032497.00000000,74.51000200
568672.56250000,7032478.00000000,74.51000200
568671.68750000,7032484.50000000,74.51000200
568668.12500000,7032490.00000000,74.51000200
568660.06250000,7032486.00000000,75.65000200
568659.62500000,7032489.00000000,74.51000200
568669.00000000,7032484.00000000,74.51000200
568660.50000000,7032483.00000000,74.51000200
568659.43750000,7032490.50000000,74.05000300
568667.93750000,7032491.50000000,74.05000300
568660.62500000,7032482.00000000,74.16999800
568669.06250000,7032483.50000000,74.16999800
